w,G,lldg,L
0.139258,2360.343668,0.19273,11983.19946
0.133232,2642.820353,0.27905,3174.727507
0.172491,2095.147352,0.271517,5034.707482
0.149092,1135.112514,0.280547,4330.272227
0.166378,1025.024684,0.122211,5348.347897
0.169447,2559.424726,0.111752,6108.146356
