w,G,lldg,L
0.131252,1323.041067,0.124803,11993.523609
0.160294,2573.918962,0.272389,9443.143662
0.125,1000.0,0.25,3496.0
0.175,2000.0,0.1,4784.0
0.125,2700.0,0.1,4653.0
0.125,2500.0,0.3,9839.0
0.15,1000.0,0.3,6672.0
