,0,1,2,3,4,5
0,39.069317,8.79817,4.92915,-7.4853544,-8.395348,19.75606
1,42.996727,9.8077135,5.8568726,-7.9216003,-10.108579,21.688585
2,42.03033,9.456588,4.950679,-8.164676,-8.510103,21.309946
3,42.356087,9.59381,5.2045197,-8.065804,-9.007373,21.446346
4,44.186485,10.144742,5.4463677,-8.191303,-9.6827545,22.38414
5,36.02388,8.135324,4.8232055,-6.7867727,-8.185115,18.173038
6,53.99135,12.499687,0.6233006,-11.576059,-3.6904032,28.462757
7,52.769604,12.082337,3.0270822,-10.82522,-6.6390023,27.343578
8,44.249977,10.149398,5.826031,-8.117586,-10.2154045,22.356815
9,39.90996,9.376428,4.458464,-7.1839647,-8.513556,20.320137
10,49.953213,11.551039,6.249258,-9.10547,-11.237158,25.29983
11,48.043804,10.999258,0.9791989,-10.374518,-3.629604,25.235342
12,40.885853,9.04533,4.0700073,-8.394886,-6.914519,20.835707
13,49.143448,11.14489,2.1298347,-10.454416,-5.0446134,25.587364
14,51.834152,11.888842,1.8800223,-10.918737,-5.0747924,27.070217
15,54.05637,12.943797,-1.326961,-11.652617,-1.5783217,29.099876
16,47.996677,10.889046,3.050812,-9.91996,-6.2547426,24.804693
17,45.607685,10.488318,5.678906,-8.411667,-10.108815,23.09641
18,49.528553,11.520241,-0.14379533,-10.7399235,-2.5164645,26.25208
19,46.65241,10.591434,1.1169223,-10.169249,-3.5818243,24.464869
20,42.068253,9.276815,3.931426,-8.757217,-6.688584,21.476854
21,36.100704,8.185345,5.0787873,-6.6817408,-8.619909,18.176353
22,49.974148,11.569446,6.202605,-9.100825,-11.19619,25.319336
23,45.681526,10.354372,1.6739062,-9.814797,-4.264869,23.843126
24,42.78735,9.812289,5.636801,-7.8503227,-9.879754,21.61704
25,46.319107,10.708403,5.7961755,-8.444504,-10.416288,23.457785
26,54.35506,12.500773,2.2765284,-11.307072,-5.7989984,28.331184
27,54.733475,12.599085,1.9960805,-11.45417,-5.4578533,28.586172
28,46.719357,10.511131,4.6061616,-9.325666,-8.171637,23.833223
29,39.709633,9.054628,5.107865,-7.4008303,-8.889133,20.075207
30,43.890743,10.101926,5.649886,-8.029832,-10.010151,22.197788
31,43.62636,10.020903,5.687294,-7.99397,-10.013002,22.050238
32,43.238457,9.8817005,5.824423,-7.954534,-10.110538,21.824081
33,54.809837,12.524115,6.147181,-10.428625,-11.019275,27.858728
34,44.22387,9.820371,4.569786,-8.97665,-7.7875733,22.513083
35,41.450253,9.443848,5.680409,-7.6434526,-9.76858,20.899986
36,38.594795,8.794884,5.278029,-7.1159935,-9.083405,19.461876
37,38.76463,8.859461,5.2066283,-7.1311054,-9.033946,19.564106
38,51.726814,11.753441,4.2310443,-10.387661,-8.055258,26.553179
39,50.65384,11.523455,5.082472,-9.883726,-9.229517,25.838678
40,48.517284,11.175541,0.71405,-10.447537,-3.420193,25.542652
41,45.157066,10.169799,2.6453102,-9.518875,-5.438174,23.373808
42,37.987617,8.658164,5.11342,-7.022545,-8.822123,19.167187
43,53.732006,12.167909,5.1273513,-10.647867,-9.303163,27.446033
44,44.25091,9.916737,4.929216,-8.738545,-8.4774685,22.477983
45,44.89916,10.056236,3.4545486,-9.3134,-6.4226065,23.077473
46,44.0228,10.134875,5.6596403,-8.052505,-10.037324,22.267021
47,48.492474,11.181142,6.1795635,-8.859195,-11.009447,24.53847
48,48.400497,11.162828,6.1582556,-8.840654,-10.981818,24.49432
49,51.033264,11.602614,3.647719,-10.390922,-7.2446475,26.298681
50,39.785885,9.074857,5.4119873,-7.330218,-9.33744,20.067774
51,46.980053,10.844123,5.9412365,-8.575586,-10.621507,23.78081
52,49.456554,11.272518,2.6187482,-10.290987,-5.8298965,25.66428
53,41.707638,9.590114,5.3992763,-7.636343,-9.539446,21.088066
54,50.791744,11.682289,6.151969,-9.414431,-11.011988,25.749878
55,54.796734,13.812137,-2.8580718,-11.484967,-0.3348681,30.205782
56,52.772533,12.672955,-1.324554,-11.316986,-1.5829241,28.409422
57,43.195316,9.909228,5.685209,-7.92343,-9.982032,21.828047
58,39.07558,8.890673,5.0242147,-7.314111,-8.707218,19.753069
59,49.943954,11.260029,4.4277563,-10.071655,-8.076758,25.564623
60,38.843548,8.802714,5.4919534,-7.1924334,-9.312708,19.55595
61,41.892437,9.590277,5.5831556,-7.69692,-9.741965,21.156197
