,0,1,2,3,4,5
90,95.23853,-109.49817,322.5822,-77.25404,-165.9871,-138.53525
91,103.42994,-117.28234,373.6911,-88.213684,-195.5346,-164.91391
92,82.199936,-95.446045,265.12994,-64.20796,-134.5044,-111.22829
93,88.1462,-101.556786,295.59354,-70.94446,-151.64618,-126.31735
94,91.655136,-104.17953,327.67914,-77.52028,-170.95883,-143.91682
95,80.88851,-92.89211,275.62125,-65.90586,-141.99658,-118.59313
96,96.22409,-111.26226,316.88654,-76.38586,-161.80428,-134.38269
97,104.21575,-119.313126,360.1738,-85.86917,-186.35872,-156.08759
98,96.33667,-112.188194,306.03976,-74.404564,-154.56291,-127.41383
99,91.008125,-105.0344,302.62543,-72.77232,-154.88487,-128.81706
100,88.78199,-100.46858,331.0735,-77.90511,-173.30588,-146.4144
101,109.10222,-124.86166,377.69528,-90.01473,-195.52164,-163.8152
