w,G,lldg,L
0.175,2500.0,0.25,9375.0
0.175,2000.0,0.1,4784.0
0.125,2700.0,0.2,6164.0
0.175,1500.0,0.25,3731.0
0.160946,1077.5766210000004,0.283097,11188.161544
0.125,1500.0,0.2,3310.0
