,0,1,2,3,4,5
0,79.7922,-91.377815,275.28937,-66.2141,-144.1964,-120.84461
1,94.422455,-110.10869,297.58023,-73.107216,-152.05061,-125.418564
2,85.73616,-98.16953,295.9318,-71.180664,-155.06917,-129.99704
3,87.10848,-99.91169,298.25232,-71.86754,-155.94911,-130.5577
4,92.38213,-106.33547,310.89798,-75.21716,-161.85965,-135.14803
5,73.836685,-84.61564,253.97408,-61.12276,-132.8986,-111.30129
6,101.334946,-114.83044,371.0889,-88.28559,-196.59326,-166.01483
7,104.25271,-118.78369,368.0115,-88.09714,-194.04305,-163.31662
8,95.34478,-110.562836,309.28134,-75.46301,-159.38385,-132.21893
9,85.74531,-100.33618,266.045,-65.60967,-134.93192,-110.59982
10,106.93902,-123.77451,350.10135,-85.24948,-180.93605,-150.38228
11,89.812294,-101.7756,331.34644,-78.802414,-175.4569,-148.21355
12,81.2037,-92.42039,288.23914,-68.90216,-152.12248,-128.09317
13,94.050354,-106.667305,341.42746,-81.31166,-180.78915,-152.58672
14,99.87931,-113.37131,359.07288,-85.624535,-190.109,-160.41188
15,96.82833,-110.720955,367.35748,-88.03336,-192.93723,-163.63481
16,94.45361,-107.48335,335.39468,-80.18019,-177.08449,-149.16296
17,95.53559,-110.00797,320.90387,-77.67105,-166.98222,-139.37894
18,91.37972,-103.738266,338.91147,-80.73454,-179.18765,-151.50421
19,86.57438,-98.38749,322.414,-76.85536,-170.24817,-143.977
20,82.94208,-94.232574,296.77426,-70.81831,-156.93881,-132.30972
21,76.066635,-87.7603,253.26697,-61.40532,-131.38254,-109.43231
22,106.47804,-123.09163,350.70908,-85.27783,-181.55698,-151.06133
23,86.436516,-97.94851,316.80566,-75.35629,-167.79445,-141.67006
24,91.98093,-106.60257,299.2245,-72.95954,-154.32175,-128.08311
25,97.76059,-112.75339,325.74088,-78.99109,-169.14607,-141.00305
26,105.89674,-120.42,377.18073,-90.114494,-199.32475,-167.99327
27,106.00939,-120.43881,379.14017,-90.50059,-200.56268,-169.1405
28,94.57965,-108.098015,329.16132,-79.038315,-172.90102,-145.17537
29,82.35115,-94.61861,279.66156,-67.51092,-145.90277,-121.97509
30,92.24618,-106.29904,308.77115,-74.79065,-160.49916,-133.8745
