w,G,lldg,L
0.14013499999999998,2268.370529,0.248735,11174.014798
0.167205,1242.218508,0.083088,10826.335864
0.175811,1095.583143,0.2291,10588.425307
0.151808,2503.20087,0.185156,3045.182217
0.177789,1082.742167,0.194907,9527.227813
0.174098,1648.400577,0.095826,3146.606955
0.168398,2610.448086,0.237995,5702.437981
0.14076,1446.827175,0.24511,3415.44414
