CSTR_Steady_State.CA0,CSTR_Steady_State.cp,CSTR_Steady_State.cpc,CSTR_Steady_State.delH_neg,CSTR_Steady_State.E_R,CSTR_Steady_State.ha,CSTR_Steady_State.k0,CSTR_Steady_State.q0,CSTR_Steady_State.qc0,CSTR_Steady_State.rho,CSTR_Steady_State.rho_c,CSTR_Steady_State.T0,CSTR_Steady_State.TC0,CSTR_Steady_State.V,CSTR_Steady_State.a1,CSTR_Steady_State.CA,CSTR_Steady_State.k1,CSTR_Steady_State.q,CSTR_Steady_State.qc,CSTR_Steady_State.T,CSTR_Steady_State.XA,graph.error
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,129.262033902231,0.773622362120934,0.0322906919063549,23.1844385046136,100,80,457.530829556068,0.967709308093645,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,55.9605937460254,1.78697174754516,0.406303452275306,2.61114925668528,100,80,415.970929232017,0.593696547724694,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,70.1420966215162,1.4256773723146,0.0699873267876097,18.9448302288844,100,80,453.34201956287,0.93001267321239,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,132.846210005156,0.752750116063672,0.0312846870285897,23.3085459223489,100,80,457.642615748614,0.96871531297141,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,74.0588902612491,1.35027678172386,0.0648200221157234,19.4808913921038,100,80,453.916204964715,0.935179977884277,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,77.0362480716017,1.29809021730984,0.0614008870017143,19.8431388544069,100,80,454.296135623745,0.938599112998286,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,101.875488717982,0.98159038310801,0.0428703263762447,21.9151418342576,100,80,456.355231820847,0.957129673623755,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,142.569057395947,0.701414471179936,0.0288494965698652,23.6114697928975,100,80,457.913211523568,0.971150503430135,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,123.354332374574,0.810672783638788,0.0340999696335133,22.9627438015203,100,80,457.329784538446,0.965900030366487,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,138.52794129752,0.721876027777151,0.0298135793614266,23.4911182935717,100,80,457.806083668674,0.970186420638573,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,149.16393122364,0.670403355420225,0.0274044338304381,23.7929137694041,100,80,458.073785358946,0.972595566169562,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,78.4644382593522,1.27446270206466,0.0598917787664637,20.0049637620279,100,80,454.463826126533,0.940108221233536,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,134.022788309037,0.746141766349574,0.0309681213891742,23.3477242119295,100,80,457.67779218593,0.969031878610826,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,117.746328658772,0.849283380119642,0.0360185692897409,22.729759232257,100,80,457.116591784285,0.963981430710259,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,89.0126142869762,1.12343627699329,0.0507563863396964,21.0104538205894,100,80,455.478941221277,0.949243613660304,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,135.650674083573,0.737187637846834,0.0305406574661183,23.400722250468,100,80,457.725291522628,0.969459342533882,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,85.1484592590241,1.17441937141572,0.0537473990974842,20.6763006845561,100,80,455.146583063339,0.946252600902516,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,112.120402691942,0.891898330714674,0.0381771464595668,22.47020212536,100,80,456.876732983929,0.961822853540433,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,116.352965686169,0.85945381288968,0.0365297535937375,22.6680471510648,100,80,457.059789527858,0.963470246406262,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,107.741730337842,0.928145479810221,0.0400485575293107,22.247357885846,100,80,456.668783775332,0.959951442470689,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,76.1216925527536,1.31368597631613,0.0624100267119087,19.7355916082015,100,80,454.184001091952,0.937589973288091,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,109.507043516499,0.913183269210742,0.0392720318418538,22.3395802467713,100,80,456.755070484208,0.960727968158146,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,88.0354196801947,1.13590643815034,0.0514797877190453,20.9291891747071,100,80,455.398557629043,0.948520212280955,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,69.8160514029749,1.43233537260371,0.0704575401825613,18.8967219418074,100,80,453.289769950301,0.929542459817439,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,65.8140769455648,1.51943177874713,0.0768394921674546,18.2546679177458,100,80,452.58061423031,0.923160507832545,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,141.55599191252,0.706434243078874,0.0290852216689692,23.5819913745492,100,80,457.887018001152,0.970914778331031,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,136.525314898009,0.732464891765346,0.0303158751307394,23.4286351459784,100,80,457.750269096772,0.969684124869261,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,75.3571229662547,1.3270145682815,0.0632809089427071,19.6432052097394,100,80,454.087229584289,0.936719091057293,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,92.3375329353556,1.08298323358941,0.048444670024987,21.2720711620918,100,80,455.735816680612,0.951555329975013,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,97.2671420626655,1.02809641446619,0.0453896839207243,21.6223458371656,100,80,456.075283488801,0.954610316079276,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,118.193029207733,0.846073585475524,0.0358577483154821,22.7492056839207,100,80,457.134462039978,0.964142251684518,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,96.3209503913861,1.03819573616814,0.0459450169855558,21.5582859779322,100,80,456.013575469004,0.954054983014444,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,140.146864403573,0.713537191328344,0.0294196468825664,23.5402274502623,100,80,457.849857026941,0.970580353117434,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,102.854466188631,0.972247523180994,0.0423715042907966,21.9735397329989,100,80,456.410660400691,0.957628495709203,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,52.2588308706222,1.9135521850378,0.113660328553328,14.9221565393126,100,80,448.489122034869,0.886339671446672,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,137.265349234578,0.728515976957202,0.0301282812537079,23.4519532248013,100,80,457.771114328959,0.969871718746292,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,145.983047218985,0.685011046864864,0.028082741949329,23.7075873717983,100,80,457.998412481876,0.971917258050671,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,126.333656657177,0.79155470241286,0.0331625710905142,23.0773636710264,100,80,457.433947268008,0.966837428909486,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,87.5486659126117,1.14222185978044,0.0518481403890409,20.8879194569537,100,80,455.357626671944,0.948151859610959,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,68.7045269704911,1.45550816532003,0.0721128538244526,18.7282467150961,100,80,453.105833258157,0.927887146175547,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,54.534909002732,1.83368784928183,0.394767725169776,2.81129129254954,100,80,417.252766964501,0.605232274830224,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,53.1363095860632,1.88195229926597,0.110000193726891,15.2266748358689,100,80,448.895832325741,0.889999806273109,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,127.13749657764,0.786550016256867,0.0329185282947771,23.1072890160811,100,80,457.461065044032,0.967081471705223,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,56.5707199836945,1.76769890906149,0.411034797226508,2.53290756267567,100,80,415.445187210872,0.588965202773492,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,58.247890979167,1.71680035652735,0.42348429218836,2.33718792165823,100,80,414.061812565608,0.57651570781164,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,130.895813683931,0.763966372839595,0.0318241233314223,23.2419226467543,100,80,457.582674160112,0.968175876668578,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,84.6110069824434,1.18187932712761,0.054192639414315,20.6269740503925,100,80,455.097108432662,0.945807360585685,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,120.48025194997,0.830011544477228,0.0350566183471205,22.8463036168625,100,80,457.223482750391,0.96494338165288,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,146.922166651079,0.68063248915657,0.0278789810506984,23.7331898065323,100,80,458.021054176316,0.972121018949302,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,91.7039402344748,1.09046568494563,0.0488683092787765,21.2239073932165,100,80,455.688742337096,0.951131690721223,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,108.515758461093,0.921525144533302,0.0397042594769995,22.2882049114355,100,80,456.707041808886,0.960295740523,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,79.7942873871859,1.25322254605483,0.0585548156412571,20.1493304691036,100,80,454.612388047697,0.941445184358743,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,147.230644326299,0.679206427830172,0.0278126997869969,23.7415234197545,100,80,458.028419279876,0.972187300213003,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,115.715271392239,0.864190169515577,0.0367686540041909,22.6392584314878,100,80,457.033243168221,0.963231345995809,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,57.1853026445887,1.74870107134884,0.415687651495018,2.45806587267667,100,80,414.928166990944,0.584312348504981,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,60.61966439086,1.64962972007278,0.0873113734061166,17.2440110018496,100,80,451.416989919592,0.912688626593883,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,80.7753286998604,1.23800177120385,0.0576078448413441,20.252157678666,100,80,454.717614436271,0.942392155158656,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,98.058943972019,1.01979478820958,0.0449354340018424,21.67487392619,100,80,456.12575925688,0.955064565998158,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,73.8861730652331,1.35343320477177,0.0650307824773194,19.458759932283,100,80,453.892785497391,0.934969217522681,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,99.2082120390647,1.0079810727828,0.0442924389789931,21.749426196229,100,80,456.197208180259,0.955707561021007,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,72.2463775087364,1.38415244401572,0.0671067022251276,19.241990670158,100,80,453.662111501898,0.932893297774872,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,59.6196385848427,1.67729966792223,0.0897083187226599,17.0199593132401,100,80,451.15064390418,0.91029168127734,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,139.845552035535,0.715074584385705,0.029492167029528,23.5311798081708,100,80,457.841798665305,0.970507832970472,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,62.7706516346758,1.59310119292689,0.0826116552125902,17.6911171032355,100,80,451.939217609047,0.91738834478741,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,124.192512490876,0.805201521366648,0.0338308637168076,22.995595529127,100,80,457.359687301828,0.966169136283192,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,95.0359820844773,1.05223303644203,0.0467219093581184,21.4689577902594,100,80,455.92724801447,0.953278090641882,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,105.079036304764,0.95166460900885,0.0412809274756915,22.1017081517955,100,80,456.531844137007,0.958719072524308,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,82.1594064753314,1.21714608576226,0.0563249173442598,20.3922258077288,100,80,454.860171975884,0.94367508265574,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,106.202548728419,0.941596987994328,0.0407516205356971,22.1641587001633,100,80,456.59066016148,0.959248379464303,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,114.222987619332,0.875480514774022,0.0373403162640904,22.5705050141691,100,80,456.969720665627,0.96265968373591,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,110.845068915209,0.90216011391986,0.038703586652361,22.4073104533209,100,80,456.818235509358,0.961296413347639,0
1,1,1,200000,10000,700000,72000000000,100,80,1000,1000,350,350,125.533522104162,0.796599970460678,0.0334091557381936,23.0471624012415,100,80,457.406547044099,0.966590844261806,0
